ticket_id,customer_id,opened_date,resolved_date,severity,resolved
4906,2912,2023-12-10,2023-12-22,Critical,1
4907,2913,2023-05-04,2023-05-11,Low,1
4908,2913,2023-11-14,2023-11-25,Low,1
4909,2914,2023-02-25,2023-02-27,High,1
4910,2914,2023-06-14,2023-06-28,Low,1
4911,2915,2023-07-31,2023-08-04,Low,1
4912,2915,2023-05-08,,Low,0
4913,2915,2023-08-24,2023-09-01,High,1
4914,2915,2023-11-26,,Medium,0
4915,2915,2023-06-04,2023-06-14,Medium,1
4916,2915,2023-06-01,2023-06-06,Medium,1
4917,2915,2023-03-10,2023-03-19,High,1
4918,2915,2023-12-11,,Critical,0
4919,2916,2023-08-26,2023-09-01,Medium,1
4920,2916,2023-07-14,2023-07-19,High,1
4921,2916,2023-01-22,,Medium,0
4922,2916,2023-02-12,2023-02-20,Medium,1
4923,2916,2023-04-19,2023-04-25,Medium,1
4924,2917,2023-02-07,2023-02-14,Medium,1
4925,2917,2023-04-05,2023-04-12,Medium,1
4926,2920,2023-03-02,2023-03-16,Medium,1
4927,2921,2023-02-11,2023-02-15,Low,1
4928,2922,2023-09-06,2023-09-14,High,1
4929,2922,2023-07-09,2023-07-21,High,1
4930,2922,2023-04-01,2023-04-15,Low,1
4931,2923,2023-09-29,2023-10-02,Low,1
4932,2925,2023-01-04,2023-01-13,Critical,1
4933,2925,2023-06-26,,Critical,0
4934,2925,2023-01-18,2023-01-25,High,1
4935,2925,2023-04-10,2023-04-15,High,1
4936,2926,2023-08-05,2023-08-10,Medium,1
4937,2926,2023-10-09,2023-10-22,High,1
4938,2926,2023-05-23,2023-06-05,Critical,1
4939,2926,2023-06-25,2023-07-01,Low,1
4940,2927,2023-01-05,2023-01-10,Medium,1
4941,2928,2023-07-19,2023-07-20,Critical,1
4942,2928,2023-03-07,,Medium,0
4943,2928,2023-08-26,2023-09-06,Low,1
4944,2929,2023-06-20,2023-06-30,Low,1
4945,2930,2023-11-05,,High,0
4946,2931,2023-01-17,2023-01-18,Low,1
4947,2931,2023-07-13,2023-07-18,Low,1
4948,2932,2023-02-20,2023-02-26,Low,1
4949,2932,2023-04-17,2023-04-23,Critical,1
4950,2934,2023-11-15,2023-11-29,High,1
4951,2934,2023-01-15,2023-01-22,High,1
4952,2934,2023-02-08,2023-02-22,High,1
4953,2935,2023-12-28,2024-01-06,High,1
4954,2935,2023-03-27,2023-04-03,Low,1
4955,2936,2023-08-05,2023-08-06,Low,1
4956,2937,2023-08-23,2023-09-06,Critical,1
4957,2938,2023-01-16,2023-01-17,Medium,1
4958,2939,2023-04-01,2023-04-13,High,1
4959,2941,2023-08-08,2023-08-13,Low,1
4960,2941,2023-03-19,2023-03-22,Medium,1
4961,2941,2023-04-20,2023-04-24,High,1
4962,2941,2023-03-19,2023-04-01,Low,1
4963,2941,2023-09-26,2023-10-09,High,1
4964,2941,2023-02-10,2023-02-16,Medium,1
4965,2941,2023-03-08,,Medium,0
4966,2941,2023-05-24,2023-06-07,Medium,1
4967,2941,2023-02-03,,Critical,0
4968,2942,2023-08-11,2023-08-19,Low,1
4969,2942,2023-07-31,2023-08-09,Medium,1
4970,2942,2023-03-28,2023-04-02,Low,1
4971,2943,2023-05-30,2023-06-05,Medium,1
4972,2944,2023-09-25,2023-10-02,Low,1
4973,2945,2023-01-18,2023-01-26,Low,1
4974,2945,2023-08-24,2023-08-26,Medium,1
4975,2946,2023-01-19,,Critical,0
4976,2946,2023-03-03,2023-03-06,Low,1
4977,2946,2023-11-30,2023-12-14,Medium,1
4978,2946,2023-05-19,2023-05-28,Medium,1
4979,2948,2023-01-17,2023-01-19,High,1
4980,2949,2023-10-26,2023-11-01,Critical,1
4981,2949,2023-02-19,2023-03-01,Medium,1
4982,2949,2023-09-15,2023-09-17,Critical,1
4983,2949,2023-01-03,2023-01-07,Critical,1
4984,2949,2023-09-29,2023-10-09,Low,1
4985,2949,2023-04-17,2023-04-26,Low,1
4986,2951,2023-07-22,,Medium,0
4987,2951,2023-04-18,2023-04-29,Low,1
4988,2951,2023-03-28,,High,0
4989,2951,2023-03-01,2023-03-02,Medium,1
4990,2951,2023-02-21,2023-03-03,High,1
4991,2951,2023-10-15,2023-10-20,Medium,1
4992,2951,2023-01-29,2023-02-06,Medium,1
4993,2952,2023-07-24,2023-08-05,High,1
4994,2953,2023-08-31,2023-09-03,Low,1
4995,2953,2023-04-11,2023-04-23,Low,1
4996,2954,2023-02-12,,Low,0
4997,2954,2023-03-20,2023-03-26,Low,1
4998,2954,2023-01-17,2023-01-21,Medium,1
4999,2954,2023-07-09,2023-07-17,Critical,1
5000,2954,2023-12-22,2023-12-24,High,1
5001,2955,2023-08-26,2023-09-03,Low,1
5002,2955,2023-07-16,2023-07-23,Medium,1
5003,2955,2023-04-16,2023-04-29,Medium,1
5004,2955,2023-11-18,2023-11-30,Critical,1
5005,2955,2023-02-20,,Critical,0
5006,2957,2023-12-01,,Medium,0
5007,2958,2023-11-29,2023-12-01,Medium,1
5008,2959,2023-01-06,2023-01-11,High,1
5009,2959,2023-07-24,2023-07-30,Low,1
5010,2960,2023-03-28,2023-04-10,Medium,1
5011,2960,2023-01-17,2023-01-26,Critical,1
5012,2960,2023-09-17,2023-09-27,Medium,1
5013,2960,2023-09-15,,Critical,0
5014,2961,2023-05-13,2023-05-22,Low,1
5015,2962,2023-10-24,2023-10-28,Low,1
5016,2962,2023-03-07,,Low,0
5017,2962,2023-11-15,2023-11-24,High,1
5018,2963,2023-10-15,2023-10-16,Medium,1
5019,2964,2023-07-24,2023-07-26,High,1
5020,2965,2023-09-19,,Critical,0
5021,2965,2023-06-27,2023-07-02,Medium,1
5022,2966,2023-09-16,2023-09-28,Low,1
5023,2967,2023-05-23,2023-05-28,High,1
5024,2969,2023-01-17,2023-01-19,Low,1
5025,2969,2023-04-16,2023-04-21,Medium,1
5026,2970,2023-11-14,,Medium,0
5027,2971,2023-12-22,2024-01-04,Low,1
5028,2971,2023-12-06,,Low,0
5029,2972,2023-01-01,2023-01-11,Low,1
5030,2973,2023-11-30,2023-12-12,High,1
5031,2973,2023-06-09,2023-06-23,Medium,1
5032,2973,2023-10-27,2023-11-04,High,1
5033,2973,2023-11-19,2023-12-03,Critical,1
5034,2975,2023-06-22,2023-07-02,Low,1
5035,2975,2023-07-18,2023-07-25,Medium,1
5036,2977,2023-12-14,2023-12-19,Low,1
5037,2977,2023-01-06,2023-01-18,Medium,1
5038,2977,2023-03-27,2023-03-28,High,1
5039,2977,2023-05-29,2023-06-09,Low,1
5040,2977,2023-10-15,2023-10-18,Low,1
5041,2978,2023-06-29,2023-07-05,Low,1
5042,2979,2023-10-28,2023-11-03,Critical,1
5043,2980,2023-03-06,2023-03-07,Low,1
5044,2980,2023-11-06,2023-11-08,Medium,1
5045,2981,2023-04-12,2023-04-18,High,1
5046,2981,2023-10-07,2023-10-08,High,1
5047,2981,2023-08-11,2023-08-16,Critical,1
5048,2981,2023-03-28,2023-04-03,Critical,1
5049,2982,2023-10-08,,Low,0
5050,2982,2023-08-27,2023-08-30,Medium,1
5051,2983,2023-07-29,2023-08-01,Medium,1
5052,2985,2023-02-20,2023-02-24,Low,1
5053,2985,2023-10-11,2023-10-25,Medium,1
5054,2986,2023-07-04,2023-07-07,Low,1
5055,2986,2023-06-22,2023-06-29,Medium,1
5056,2986,2023-03-31,2023-04-13,Medium,1
5057,2987,2023-12-26,2023-12-30,Medium,1
5058,2987,2023-01-03,2023-01-09,Low,1
5059,2988,2023-08-02,,Medium,0
5060,2988,2023-01-05,,Low,0
5061,2991,2023-02-14,2023-02-19,Low,1
5062,2993,2023-05-05,2023-05-19,Low,1
5063,2993,2023-05-16,2023-05-18,Low,1
5064,2993,2023-04-13,2023-04-14,Medium,1
5065,2994,2023-12-05,2023-12-09,Low,1
5066,2994,2023-12-05,2023-12-10,Medium,1
5067,2995,2023-08-28,2023-08-31,Low,1
5068,2996,2023-02-22,2023-02-23,Medium,1
5069,2997,2023-09-03,2023-09-07,Low,1
5070,2997,2023-06-11,2023-06-17,Critical,1
5071,2997,2023-09-09,,High,0
5072,2997,2023-03-07,2023-03-16,High,1
5073,2999,2023-11-14,2023-11-22,Critical,1
5074,3002,2023-11-22,2023-12-06,Low,1
5075,3003,2023-09-05,2023-09-16,Low,1
5076,3004,2023-07-24,2023-07-31,Medium,1
5077,3005,2023-01-07,2023-01-11,Critical,1
5078,3005,2023-08-01,,Low,0
5079,3005,2023-05-03,2023-05-08,Medium,1
5080,3006,2023-03-16,2023-03-19,Low,1
5081,3006,2023-01-29,2023-02-05,Low,1
5082,3007,2023-11-15,2023-11-20,Low,1
5083,3008,2023-03-03,2023-03-06,Low,1
5084,3009,2023-09-23,2023-09-28,High,1
5085,3009,2023-09-30,2023-10-07,Low,1
5086,3010,2023-07-30,2023-08-11,Low,1
5087,3012,2023-05-11,2023-05-21,Low,1
5088,3012,2023-10-01,2023-10-08,Low,1
5089,3013,2023-07-03,,Medium,0
5090,3013,2023-09-25,2023-09-27,High,1
5091,3014,2023-07-25,2023-07-29,Low,1
5092,3015,2023-10-20,2023-10-29,High,1
5093,3015,2023-07-17,2023-07-27,Medium,1
5094,3017,2023-06-23,2023-06-29,Medium,1
5095,3018,2023-10-06,,Low,0
5096,3020,2023-11-21,2023-11-26,High,1
5097,3021,2023-01-03,2023-01-09,High,1
5098,3023,2023-05-03,2023-05-16,Low,1
5099,3024,2023-09-11,2023-09-19,High,1
5100,3024,2023-03-15,2023-03-23,Medium,1
5101,3024,2023-06-21,2023-06-23,Critical,1
5102,3024,2023-10-11,2023-10-12,Critical,1
5103,3025,2023-04-06,2023-04-11,Low,1
5104,3025,2023-11-10,2023-11-14,Low,1
5105,3025,2023-03-11,2023-03-17,High,1
5106,3025,2023-10-05,2023-10-06,High,1
5107,3025,2023-12-16,,Low,0
5108,3026,2023-12-20,2024-01-03,Low,1
5109,3026,2023-02-27,2023-03-08,High,1
5110,3026,2023-02-04,2023-02-11,Low,1
5111,3027,2023-07-05,2023-07-08,Medium,1
5112,3027,2023-03-02,2023-03-06,Medium,1
5113,3027,2023-06-20,2023-06-22,Critical,1
5114,3027,2023-03-02,2023-03-03,Critical,1
5115,3028,2023-06-02,2023-06-12,Medium,1
5116,3030,2023-12-11,2023-12-12,Medium,1
5117,3030,2023-02-10,2023-02-14,Low,1
5118,3031,2023-11-08,2023-11-20,Low,1
5119,3031,2023-07-24,2023-08-01,Low,1
5120,3032,2023-09-26,2023-10-03,Medium,1
5121,3032,2023-03-17,2023-03-29,Low,1
5122,3034,2023-08-05,2023-08-09,High,1
5123,3034,2023-09-26,2023-10-08,High,1
5124,3034,2023-08-05,2023-08-11,Low,1
5125,3036,2023-09-26,2023-09-28,High,1
5126,3036,2023-10-18,2023-11-01,Medium,1
5127,3036,2023-05-26,2023-05-29,High,1
5128,3036,2023-06-28,2023-07-09,High,1
5129,3036,2023-09-14,2023-09-25,Critical,1
5130,3036,2023-01-28,,Critical,0
5131,3037,2023-01-29,2023-02-04,High,1
5132,3037,2023-05-10,2023-05-13,High,1
5133,3038,2023-12-05,2023-12-06,High,1
5134,3038,2023-06-13,2023-06-14,Critical,1
5135,3038,2023-12-07,2023-12-19,High,1
5136,3038,2023-12-02,2023-12-06,Critical,1
5137,3039,2023-01-02,,Low,0
5138,3039,2023-03-05,,Critical,0
5139,3039,2023-09-04,2023-09-08,Low,1
5140,3040,2023-03-30,,Low,0
5141,3040,2023-09-09,2023-09-14,High,1
5142,3042,2023-01-06,2023-01-19,High,1
5143,3043,2023-07-13,2023-07-16,Medium,1
5144,3046,2023-04-05,2023-04-11,Medium,1
5145,3048,2023-12-03,,Medium,0
5146,3048,2023-08-13,2023-08-14,High,1
5147,3050,2023-03-17,2023-03-27,Low,1
5148,3051,2023-05-19,2023-05-29,High,1
5149,3051,2023-05-25,2023-06-07,Critical,1
5150,3051,2023-04-19,2023-04-26,Medium,1
5151,3051,2023-04-10,2023-04-24,Low,1
5152,3052,2023-05-01,2023-05-10,Medium,1
5153,3054,2023-08-25,2023-09-03,High,1
5154,3054,2023-03-13,2023-03-20,Low,1
5155,3054,2023-03-10,2023-03-18,High,1
5156,3055,2023-11-11,2023-11-25,Low,1
5157,3055,2023-09-09,2023-09-19,Medium,1
5158,3056,2023-10-10,2023-10-21,Medium,1
5159,3057,2023-07-05,2023-07-18,High,1
5160,3058,2023-01-06,2023-01-11,Low,1
5161,3058,2023-07-06,2023-07-16,Medium,1
5162,3059,2023-01-05,2023-01-12,High,1
5163,3059,2023-02-13,2023-02-22,High,1
5164,3059,2023-08-01,2023-08-11,Medium,1
5165,3059,2023-11-05,2023-11-14,Low,1
5166,3059,2023-05-05,2023-05-10,Medium,1
5167,3059,2023-02-05,2023-02-14,High,1
5168,3059,2023-05-10,2023-05-17,Critical,1
5169,3060,2023-03-22,2023-03-29,Medium,1
5170,3060,2023-06-15,2023-06-24,Critical,1
5171,3060,2023-08-23,2023-08-26,High,1
5172,3061,2023-01-04,2023-01-08,Medium,1
5173,3064,2023-12-13,2023-12-24,Medium,1
5174,3066,2023-09-29,2023-10-10,High,1
5175,3066,2023-08-03,2023-08-04,Low,1
5176,3066,2023-01-24,,Medium,0
5177,3067,2023-02-03,2023-02-16,High,1
5178,3067,2023-01-01,2023-01-03,Low,1
5179,3068,2023-09-11,2023-09-12,Medium,1
5180,3068,2023-05-21,2023-05-27,Low,1
5181,3069,2023-07-11,2023-07-12,Medium,1
5182,3071,2023-07-25,2023-07-29,High,1
5183,3072,2023-08-20,2023-08-23,Medium,1
5184,3072,2023-08-01,2023-08-08,Low,1
5185,3074,2023-04-30,2023-05-04,Medium,1
5186,3074,2023-05-17,2023-05-25,Medium,1
5187,3075,2023-07-26,,Medium,0
5188,3075,2023-07-01,,Low,0
5189,3075,2023-08-09,2023-08-17,Critical,1
5190,3075,2023-03-23,2023-04-05,Low,1
5191,3075,2023-12-02,2023-12-11,High,1
5192,3075,2023-06-26,2023-07-10,Low,1
5193,3075,2023-01-28,2023-02-03,Critical,1
5194,3076,2023-12-04,2023-12-13,Medium,1
5195,3076,2023-07-10,2023-07-21,Medium,1
5196,3076,2023-08-27,,Critical,0
5197,3079,2023-11-20,2023-12-04,Low,1
5198,3080,2023-05-28,2023-06-01,Low,1
5199,3081,2023-01-14,2023-01-21,Medium,1
5200,3083,2023-03-12,2023-03-13,Critical,1
5201,3086,2023-02-27,,Low,0
5202,3086,2023-04-29,2023-05-01,Low,1
5203,3087,2023-01-15,2023-01-26,Low,1
5204,3088,2023-06-27,,Low,0
5205,3090,2023-08-09,2023-08-20,High,1
5206,3091,2023-11-20,,Low,0
5207,3091,2023-03-27,2023-03-28,Critical,1
5208,3091,2023-06-13,2023-06-16,Critical,1
5209,3091,2023-11-23,2023-12-05,High,1
5210,3091,2023-06-14,2023-06-20,Medium,1
5211,3092,2023-02-19,2023-02-23,High,1
5212,3092,2023-11-12,2023-11-24,Low,1
5213,3092,2023-09-25,2023-09-28,Low,1
5214,3092,2023-08-05,2023-08-14,Medium,1
5215,3092,2023-04-05,2023-04-12,Medium,1
5216,3092,2023-07-14,,High,0
5217,3092,2023-06-28,2023-07-01,High,1
5218,3092,2023-05-13,2023-05-16,Low,1
5219,3093,2023-05-18,2023-05-29,Low,1
5220,3094,2023-05-08,2023-05-09,Low,1
5221,3095,2023-05-19,2023-05-29,Medium,1
5222,3096,2023-12-28,2024-01-05,High,1
5223,3096,2023-10-03,2023-10-13,Critical,1
5224,3096,2023-11-08,2023-11-18,High,1
5225,3096,2023-01-05,2023-01-12,High,1
5226,3097,2023-06-26,2023-06-30,Low,1
5227,3097,2023-06-17,2023-06-23,Low,1
5228,3098,2023-12-05,2023-12-13,Critical,1
5229,3098,2023-07-09,2023-07-20,High,1
5230,3099,2023-10-29,2023-11-12,High,1
5231,3099,2023-06-22,2023-07-03,High,1
5232,3099,2023-09-21,,High,0
5233,3100,2023-02-07,2023-02-21,Medium,1
5234,3100,2023-08-21,2023-08-26,Medium,1
5235,3100,2023-06-26,2023-07-10,Critical,1
5236,3100,2023-09-02,2023-09-04,Medium,1
5237,3101,2023-03-21,2023-03-29,Low,1
5238,3104,2023-03-19,2023-03-25,Low,1
5239,3104,2023-09-02,2023-09-04,Medium,1
5240,3104,2023-02-27,2023-02-28,Low,1
5241,3104,2023-12-05,2023-12-14,Medium,1
5242,3104,2023-10-23,2023-11-04,Critical,1
5243,3105,2023-11-30,2023-12-06,High,1
5244,3105,2023-07-23,2023-07-28,Low,1
5245,3105,2023-11-12,2023-11-19,Critical,1
5246,3107,2023-06-08,2023-06-19,Low,1
5247,3108,2023-08-14,2023-08-19,Medium,1
5248,3108,2023-10-02,2023-10-05,Medium,1
5249,3110,2023-06-25,2023-07-02,Medium,1
5250,3110,2023-07-23,2023-07-26,Medium,1
5251,3112,2023-10-30,,Critical,0
5252,3112,2023-07-22,2023-07-29,Medium,1
5253,3112,2023-10-10,,Critical,0
5254,3112,2023-07-18,2023-07-26,High,1
5255,3112,2023-12-13,2023-12-23,Medium,1
5256,3112,2023-01-15,2023-01-19,Critical,1
5257,3113,2023-01-17,,Low,0
5258,3113,2023-12-20,2023-12-29,Low,1
5259,3113,2023-08-01,2023-08-02,Medium,1
5260,3113,2023-10-25,,Low,0
5261,3114,2023-06-25,2023-07-09,Low,1
5262,3116,2023-11-02,2023-11-15,Medium,1
5263,3116,2023-02-19,2023-02-22,Low,1
5264,3116,2023-06-25,,Low,0
5265,3116,2023-02-18,2023-02-21,Medium,1
5266,3116,2023-11-22,2023-12-06,Critical,1
5267,3117,2023-09-26,2023-10-05,Low,1
5268,3120,2023-07-01,2023-07-13,High,1
5269,3120,2023-11-14,2023-11-21,Medium,1
5270,3120,2023-12-30,2023-12-31,Medium,1
5271,3120,2023-11-27,2023-12-02,Low,1
5272,3120,2023-07-21,2023-07-22,High,1
5273,3121,2023-03-15,2023-03-19,High,1
5274,3121,2023-04-13,2023-04-21,Medium,1
5275,3122,2023-02-23,2023-03-03,Low,1
5276,3123,2023-12-01,2023-12-12,Low,1
5277,3123,2023-08-11,2023-08-25,Medium,1
5278,3123,2023-12-28,,High,0
5279,3123,2023-06-29,2023-07-13,Medium,1
5280,3123,2023-06-01,2023-06-07,Medium,1
5281,3123,2023-10-28,2023-10-30,High,1
5282,3124,2023-03-06,2023-03-16,Low,1
5283,3124,2023-05-22,,Low,0
5284,3124,2023-08-20,2023-08-25,Medium,1
5285,3124,2023-01-07,2023-01-13,Low,1
5286,3124,2023-06-04,,Low,0
5287,3125,2023-03-29,2023-04-05,High,1
5288,3125,2023-08-23,2023-08-29,High,1
5289,3125,2023-07-01,2023-07-02,Medium,1
5290,3125,2023-02-16,2023-02-22,Low,1
5291,3127,2023-11-21,2023-11-22,Low,1
5292,3127,2023-01-29,2023-02-02,Medium,1
5293,3127,2023-11-07,2023-11-09,Low,1
5294,3130,2023-06-09,2023-06-16,High,1
5295,3131,2023-07-14,2023-07-21,Low,1
5296,3131,2023-10-09,2023-10-23,Medium,1
5297,3132,2023-03-15,2023-03-16,Medium,1
5298,3132,2023-04-04,,Low,0
5299,3133,2023-10-30,2023-10-31,Low,1
5300,3133,2023-09-09,2023-09-23,Medium,1
5301,3135,2023-12-17,,High,0
5302,3137,2023-06-16,2023-06-26,High,1
5303,3137,2023-11-01,2023-11-06,Critical,1
5304,3140,2023-07-17,,Medium,0
5305,3140,2023-02-19,2023-03-02,Medium,1
5306,3144,2023-05-28,2023-06-10,High,1
5307,3144,2023-01-02,2023-01-15,Critical,1
5308,3144,2023-01-11,2023-01-24,Medium,1
5309,3145,2023-02-24,2023-03-10,High,1
5310,3147,2023-11-23,2023-12-06,Low,1
5311,3147,2023-01-16,2023-01-17,High,1
5312,3147,2023-08-25,,Critical,0
5313,3149,2023-07-01,,Medium,0
5314,3149,2023-11-12,2023-11-22,Critical,1
5315,3149,2023-12-09,2023-12-23,Critical,1
5316,3149,2023-02-28,2023-03-03,Medium,1
5317,3150,2023-10-11,2023-10-13,Critical,1
5318,3151,2023-04-19,2023-04-22,Medium,1
5319,3152,2023-01-06,,Medium,0
5320,3153,2023-06-14,2023-06-24,High,1
5321,3153,2023-07-26,2023-08-08,Low,1
5322,3153,2023-08-17,2023-08-30,Medium,1
5323,3153,2023-03-31,2023-04-14,Low,1
5324,3153,2023-06-03,2023-06-08,High,1
5325,3154,2023-07-16,2023-07-20,Medium,1
5326,3155,2023-02-14,2023-02-27,High,1
5327,3155,2023-09-26,2023-09-27,High,1
5328,3155,2023-08-19,2023-08-23,High,1
5329,3155,2023-04-20,2023-04-26,Medium,1
5330,3156,2023-03-06,2023-03-11,Low,1
5331,3157,2023-08-24,2023-08-26,Medium,1
5332,3157,2023-05-06,2023-05-07,Medium,1
5333,3157,2023-07-09,2023-07-18,Critical,1
5334,3159,2023-07-07,2023-07-08,High,1
5335,3159,2023-07-28,2023-08-08,Critical,1
5336,3159,2023-03-29,,Medium,0
5337,3159,2023-03-24,2023-03-25,Critical,1
5338,3159,2023-02-11,2023-02-12,Critical,1
5339,3159,2023-07-25,,High,0
5340,3159,2023-12-13,,Medium,0
5341,3161,2023-07-26,2023-07-29,High,1
5342,3163,2023-10-10,2023-10-21,Medium,1
5343,3164,2023-06-14,2023-06-24,Medium,1
5344,3164,2023-09-29,2023-10-08,Low,1
5345,3164,2023-07-13,2023-07-27,Low,1
5346,3165,2023-08-22,2023-09-02,Low,1
5347,3166,2023-08-11,2023-08-17,Medium,1
5348,3166,2023-08-06,2023-08-13,High,1
5349,3166,2023-11-05,2023-11-18,Critical,1
5350,3166,2023-09-06,2023-09-14,High,1
5351,3167,2023-06-09,2023-06-18,High,1
5352,3169,2023-02-16,2023-02-19,Critical,1
5353,3170,2023-12-22,,Critical,0
5354,3172,2023-08-30,2023-09-13,High,1
5355,3174,2023-02-02,2023-02-16,Critical,1
5356,3175,2023-03-16,2023-03-24,Medium,1
5357,3175,2023-09-30,2023-10-09,Medium,1
5358,3176,2023-09-29,,Medium,0
5359,3176,2023-06-02,2023-06-09,Critical,1
5360,3176,2023-04-05,2023-04-06,High,1
5361,3176,2023-03-20,2023-03-25,High,1
5362,3176,2023-12-04,2023-12-16,High,1
5363,3177,2023-11-24,2023-12-01,Critical,1
5364,3177,2023-05-08,2023-05-09,Medium,1
5365,3180,2023-12-19,2024-01-02,Critical,1
5366,3180,2023-06-18,2023-06-26,High,1
5367,3180,2023-05-06,2023-05-09,Low,1
5368,3180,2023-06-22,2023-06-27,High,1
5369,3180,2023-04-27,2023-04-30,Medium,1
5370,3180,2023-08-16,2023-08-28,High,1
5371,3181,2023-12-11,2023-12-19,Low,1
5372,3181,2023-06-29,,Low,0
5373,3181,2023-04-23,2023-05-07,High,1
5374,3182,2023-11-24,,Low,0
5375,3182,2023-03-24,2023-03-26,Medium,1
5376,3182,2023-06-29,2023-07-05,Medium,1
5377,3184,2023-08-08,2023-08-20,Low,1
5378,3185,2023-04-16,2023-04-24,Critical,1
5379,3185,2023-04-02,2023-04-14,Medium,1
5380,3185,2023-08-09,2023-08-14,Low,1
5381,3186,2023-11-28,2023-11-29,Low,1
5382,3189,2023-06-16,2023-06-19,Medium,1
5383,3189,2023-09-12,2023-09-18,High,1
5384,3189,2023-06-24,,Medium,0
5385,3190,2023-03-05,,High,0
5386,3190,2023-03-22,,Critical,0
5387,3194,2023-07-14,2023-07-17,Medium,1
5388,3195,2023-02-13,2023-02-23,High,1
5389,3195,2023-06-20,2023-06-28,Low,1
5390,3195,2023-12-14,2023-12-21,High,1
5391,3195,2023-02-11,2023-02-20,Critical,1
5392,3195,2023-11-15,,Critical,0
5393,3195,2023-02-23,2023-02-26,High,1
5394,3195,2023-02-01,2023-02-05,Low,1
5395,3196,2023-11-06,2023-11-07,Medium,1
5396,3196,2023-02-01,2023-02-14,High,1
5397,3196,2023-01-24,2023-02-06,Medium,1
5398,3196,2023-01-06,2023-01-19,Critical,1
5399,3196,2023-08-17,2023-08-28,Low,1
5400,3196,2023-08-23,2023-08-31,Medium,1
5401,3196,2023-07-09,2023-07-19,Critical,1
5402,3196,2023-10-15,2023-10-26,Low,1
5403,3196,2023-05-20,2023-06-01,High,1
5404,3196,2023-04-29,2023-05-04,Critical,1
5405,3197,2023-11-27,2023-12-01,Critical,1
5406,3197,2023-08-07,,Low,0
5407,3197,2023-11-04,,High,0
5408,3199,2023-06-17,2023-06-29,Critical,1
5409,3199,2023-04-27,2023-05-02,Medium,1
5410,3199,2023-04-10,,Low,0
5411,3200,2023-09-12,2023-09-13,Critical,1
5412,3200,2023-04-13,2023-04-22,Medium,1
5413,3200,2023-01-18,2023-01-27,Medium,1
5414,3200,2023-12-26,2024-01-09,Low,1
5415,3201,2023-05-20,2023-06-02,Medium,1
5416,3201,2023-11-14,2023-11-21,Low,1
5417,3201,2023-02-11,2023-02-22,Medium,1
5418,3201,2023-04-26,2023-04-28,Low,1
5419,3201,2023-03-13,2023-03-22,Medium,1
5420,3202,2023-06-29,2023-07-01,Low,1
5421,3203,2023-05-20,2023-06-02,High,1
5422,3204,2023-11-07,2023-11-09,Low,1
5423,3204,2023-05-26,2023-06-03,Medium,1
5424,3204,2023-03-18,2023-03-21,Low,1
5425,3204,2023-03-26,,Medium,0
5426,3204,2023-03-04,2023-03-09,Medium,1
5427,3205,2023-10-04,2023-10-09,Low,1
5428,3207,2023-02-02,2023-02-15,Medium,1
5429,3207,2023-01-08,,Critical,0
5430,3207,2023-05-01,,Critical,0
5431,3207,2023-07-29,,Medium,0
5432,3207,2023-11-29,2023-12-07,Medium,1
5433,3207,2023-09-08,,High,0
5434,3207,2023-04-28,,Medium,0
5435,3207,2023-08-31,2023-09-02,Low,1
5436,3208,2023-02-04,,Medium,0
5437,3209,2023-11-28,2023-11-30,High,1
5438,3209,2023-02-12,2023-02-17,Critical,1
5439,3209,2023-07-24,2023-07-28,High,1
5440,3210,2023-03-03,2023-03-04,High,1
5441,3210,2023-07-03,2023-07-11,Low,1
5442,3211,2023-07-21,2023-07-26,High,1
5443,3213,2023-02-08,,Low,0
5444,3213,2023-03-11,2023-03-25,Medium,1
5445,3214,2023-05-12,2023-05-20,Critical,1
5446,3214,2023-06-30,2023-07-03,Medium,1
5447,3214,2023-09-30,2023-10-13,Critical,1
5448,3214,2023-10-13,2023-10-14,Critical,1
5449,3214,2023-12-14,2023-12-20,Low,1
5450,3214,2023-11-29,2023-12-07,High,1
5451,3215,2023-11-27,2023-11-30,Medium,1
5452,3216,2023-05-09,2023-05-20,Low,1
5453,3216,2023-09-21,2023-09-23,High,1
5454,3216,2023-09-17,2023-09-26,Critical,1
5455,3216,2023-06-12,2023-06-25,Medium,1
5456,3216,2023-08-28,,High,0
5457,3216,2023-08-31,,Low,0
5458,3216,2023-05-09,2023-05-17,High,1
5459,3216,2023-08-09,2023-08-21,Low,1
5460,3217,2023-11-08,2023-11-17,Critical,1
5461,3217,2023-07-02,2023-07-04,Medium,1
5462,3217,2023-09-24,2023-10-05,High,1
5463,3218,2023-03-08,2023-03-16,Low,1
5464,3218,2023-06-18,2023-06-28,Medium,1
5465,3218,2023-01-25,2023-02-03,Critical,1
5466,3218,2023-06-24,2023-07-07,Critical,1
5467,3220,2023-01-27,2023-02-08,High,1
5468,3220,2023-08-18,,Critical,0
5469,3220,2023-02-16,2023-02-17,High,1
5470,3220,2023-10-09,2023-10-20,Critical,1
5471,3220,2023-08-29,2023-09-08,Medium,1
5472,3221,2023-02-07,2023-02-15,Medium,1
5473,3221,2023-11-18,2023-11-23,Critical,1
5474,3221,2023-05-29,2023-06-10,Medium,1
5475,3221,2023-05-02,2023-05-03,High,1
5476,3221,2023-04-29,2023-05-06,Medium,1
5477,3222,2023-01-26,,High,0
5478,3222,2023-06-07,,Medium,0
