contract_id,customer_id,product_id,contract_type,start_date,end_date,monthly_charges,total_charges,payment_method,auto_renewal,churned,churn_date
2233,2233,1,Annual,2021-10-10,2023-09-30,36.84,884.16,Credit Card,0,1,2023-03-04
2234,2234,2,Monthly,2022-09-13,2026-01-25,92.97,3811.77,Credit Card,0,0,
2235,2235,3,Monthly,2021-07-17,2022-04-13,155.96,1403.64,UPI,1,0,
2236,2236,5,Monthly,2020-04-24,2021-08-17,12.07,193.12,Debit Card,1,0,
2237,2237,3,Monthly,2021-10-22,2025-06-03,146.99,6467.56,Net Banking,1,0,
2238,2238,4,Monthly,2022-06-30,2025-08-13,485.23,18438.74,UPI,1,1,2025-06-14
2239,2239,4,Annual,2023-01-01,2026-08-13,384.58,16921.52,Credit Card,1,0,
2240,2240,5,Monthly,2020-07-28,2022-07-18,12.81,307.44,Credit Card,0,1,2021-06-23
2241,2241,1,Annual,2022-03-19,2025-05-02,38.9,1478.2,Credit Card,1,0,
2242,2242,2,Annual,2020-10-21,2023-12-05,101.38,3852.44,Net Banking,1,0,
2243,2243,2,Annual,2023-02-03,2026-06-17,86.65,3552.65,UPI,1,0,
2244,2244,2,Annual,2022-07-09,2023-02-04,84.52,591.64,UPI,0,0,
2245,2245,4,Monthly,2022-05-29,2025-03-14,395.15,13435.1,Bank Transfer,1,1,2022-11-25
2246,2246,5,Annual,2020-11-14,2022-02-07,10.24,153.6,Debit Card,1,0,
2247,2247,4,Monthly,2020-01-08,2022-08-25,470.65,15060.8,Bank Transfer,1,1,2022-03-28
2248,2248,5,Annual,2022-08-18,2024-02-09,10.64,191.52,Net Banking,1,0,
2249,2249,3,Monthly,2020-01-28,2021-12-18,140.98,3242.54,Debit Card,1,1,2020-12-23
2250,2250,4,Monthly,2021-09-01,2024-01-19,484.47,14049.63,Debit Card,1,1,2022-01-29
2251,2251,1,Monthly,2023-04-02,2023-07-01,28.55,85.65,UPI,1,1,2023-06-01
2252,2252,2,Annual,2022-12-18,2025-05-06,99.29,2879.41,UPI,1,0,
2253,2253,5,Monthly,2021-12-11,2025-06-23,10.47,450.21,UPI,1,1,2022-07-09
2254,2254,1,Annual,2022-08-10,2025-12-22,28.98,1188.18,Credit Card,1,0,
2255,2255,5,Annual,2020-12-25,2021-05-24,10.64,53.2,Credit Card,1,0,
2256,2256,5,Monthly,2022-07-13,2023-09-06,11.31,158.34,UPI,1,0,
2257,2257,1,Annual,2023-05-26,2026-10-07,34.36,1408.76,Debit Card,1,0,
2258,2258,4,Annual,2020-09-12,2021-03-11,412.21,2473.26,Bank Transfer,1,0,
2259,2259,2,Annual,2020-04-01,2021-11-22,81.68,1633.6,UPI,0,1,2021-09-23
2260,2260,1,Monthly,2021-08-15,2023-01-07,33.43,568.31,Credit Card,1,1,2022-04-12
2261,2261,3,Annual,2020-05-14,2021-09-06,162.71,2603.36,Credit Card,1,1,2020-09-11
2262,2262,5,Annual,2020-12-06,2021-03-06,11.77,35.31,Bank Transfer,1,0,
2263,2263,1,Monthly,2023-03-02,2024-07-24,36.44,619.48,Bank Transfer,1,0,
2264,2264,3,Annual,2023-01-11,2023-02-10,157.98,157.98,Credit Card,0,1,2023-02-10
2265,2265,5,Monthly,2020-08-30,2023-10-14,12.2,463.6,Net Banking,1,0,
2266,2266,4,Annual,2020-04-29,2021-02-23,502.13,5021.3,Bank Transfer,1,0,
2267,2267,5,Monthly,2023-03-22,2024-10-12,9.24,175.56,UPI,0,1,2023-06-20
2268,2268,1,Monthly,2022-09-04,2023-02-01,33.18,165.9,Bank Transfer,0,0,
2269,2269,3,Monthly,2021-01-04,2022-08-27,135.57,2711.4,Debit Card,1,0,
2270,2270,5,Monthly,2021-03-10,2022-11-30,11.53,242.13,Credit Card,1,0,
2271,2271,2,Annual,2023-05-07,2024-12-27,86.4,1728.0,Bank Transfer,1,0,
2272,2272,2,Annual,2023-04-04,2023-08-02,97.8,391.2,UPI,1,0,
2273,2273,3,Annual,2020-04-30,2022-10-17,166.58,4997.4,UPI,0,1,2022-06-19
2274,2274,3,Annual,2023-05-16,2025-06-04,151.3,3782.5,Debit Card,1,0,
2275,2275,2,Annual,2022-01-29,2023-10-21,93.15,1956.15,Credit Card,1,0,
2276,2276,1,Annual,2022-07-28,2026-06-07,30.2,1419.4,Net Banking,0,0,
2277,2277,1,Annual,2022-04-29,2023-09-21,34.41,584.97,Bank Transfer,1,0,
2278,2278,3,Annual,2023-03-09,2023-04-08,171.24,171.24,Debit Card,0,0,
2279,2279,5,Annual,2022-10-04,2026-09-13,12.87,617.76,Net Banking,1,1,2024-05-26
2280,2280,4,Monthly,2021-06-08,2021-07-08,493.34,493.34,Net Banking,0,1,2021-07-08
2281,2281,3,Monthly,2023-03-04,2023-08-01,177.16,885.8,Net Banking,1,1,2023-05-03
2282,2282,4,Monthly,2020-11-06,2024-06-18,493.83,21728.52,Bank Transfer,0,0,
2283,2283,3,Annual,2022-05-02,2025-10-13,154.93,6507.06,UPI,1,1,2023-07-26
2284,2284,3,Annual,2021-11-20,2022-02-18,158.3,474.9,Net Banking,0,1,2022-01-19
2285,2285,2,Annual,2021-03-22,2023-05-11,86.83,2257.58,Bank Transfer,1,0,
2286,2286,5,Annual,2020-04-01,2023-05-16,10.08,383.04,Credit Card,0,1,2021-07-25
2287,2287,4,Annual,2021-05-13,2021-12-09,364.05,2548.35,Net Banking,0,0,
2288,2288,2,Monthly,2022-04-22,2022-09-19,86.21,431.05,Debit Card,1,0,
2289,2289,1,Annual,2020-09-04,2022-05-27,33.88,711.48,Debit Card,1,1,2020-11-03
2290,2290,5,Annual,2021-05-28,2024-03-13,9.4,319.6,Credit Card,1,1,2023-09-15
2291,2291,5,Monthly,2021-12-04,2022-03-04,10.1,30.3,UPI,0,0,
2292,2292,4,Annual,2021-08-01,2023-02-22,373.77,7101.63,Bank Transfer,1,0,
2293,2293,3,Annual,2020-04-14,2022-09-01,151.75,4400.75,Bank Transfer,0,0,
2294,2294,4,Annual,2022-09-01,2026-03-14,450.33,19364.19,UPI,1,0,
2295,2295,3,Annual,2020-02-24,2021-01-19,148.72,1635.92,Credit Card,1,0,
2296,2296,3,Monthly,2022-02-02,2025-12-13,149.04,7004.88,Credit Card,0,1,2023-09-25
2297,2297,3,Annual,2021-05-12,2025-01-21,182.81,8226.45,Net Banking,1,0,
2298,2298,2,Annual,2023-02-21,2024-04-16,95.01,1330.14,Bank Transfer,1,0,
2299,2299,2,Annual,2021-03-15,2024-08-26,98.59,4140.78,Debit Card,0,0,
2300,2300,3,Annual,2020-01-20,2021-09-11,180.79,3615.8,Bank Transfer,1,1,2021-05-14
2301,2301,4,Monthly,2022-03-14,2023-04-08,486.83,6328.79,Bank Transfer,1,0,
2302,2302,3,Annual,2021-06-01,2023-03-23,193.17,4249.74,Net Banking,0,0,
2303,2303,5,Annual,2022-11-13,2025-10-28,10.8,388.8,Debit Card,0,0,
2304,2304,2,Annual,2022-02-10,2025-02-24,78.41,2901.17,Bank Transfer,0,0,
2305,2305,1,Annual,2020-04-27,2022-09-14,38.23,1108.67,Bank Transfer,1,0,
2306,2306,4,Monthly,2021-06-30,2024-01-16,499.62,15488.22,Debit Card,1,0,
2307,2307,5,Monthly,2020-06-27,2024-04-07,9.48,436.08,Bank Transfer,0,1,2023-06-12
2308,2308,5,Annual,2022-05-26,2023-06-20,12.73,165.49,UPI,1,0,
2309,2309,4,Annual,2023-05-07,2024-06-30,491.13,6875.82,Credit Card,1,0,
2310,2310,4,Monthly,2020-01-18,2021-08-10,466.01,8854.19,Net Banking,1,1,2020-02-17
2311,2311,1,Monthly,2022-04-24,2025-07-07,35.6,1388.4,Credit Card,0,1,2025-03-09
2312,2312,4,Annual,2020-03-02,2022-04-21,512.59,13327.34,UPI,1,0,
2313,2313,5,Monthly,2021-08-21,2024-11-03,12.32,480.48,Bank Transfer,1,0,
2314,2314,3,Monthly,2020-08-12,2022-09-01,194.08,4852.0,Credit Card,0,0,
2315,2315,2,Monthly,2021-04-14,2021-10-11,98.16,588.96,Bank Transfer,1,0,
2316,2316,1,Annual,2022-05-24,2023-06-18,33.73,438.49,Bank Transfer,1,0,
2317,2317,2,Annual,2021-09-14,2022-03-13,76.45,458.7,Credit Card,0,1,2022-03-13
2318,2318,5,Annual,2023-04-18,2026-01-02,9.55,315.15,UPI,1,0,
2319,2319,4,Annual,2023-01-03,2026-01-17,459.91,17016.67,Bank Transfer,1,0,
2320,2320,3,Annual,2020-03-12,2022-09-28,142.66,4422.46,Credit Card,1,0,
2321,2321,3,Annual,2022-02-09,2025-08-22,150.73,6481.39,Net Banking,0,0,
2322,2322,3,Monthly,2022-01-08,2025-05-22,194.5,7974.5,UPI,1,0,
2323,2323,5,Annual,2021-07-09,2021-12-06,11.41,57.05,Bank Transfer,0,1,2021-12-06
2324,2324,3,Monthly,2022-03-01,2022-11-26,136.25,1226.25,Net Banking,0,1,2022-07-29
2325,2325,2,Monthly,2021-09-02,2024-03-20,84.29,2612.99,Debit Card,1,0,
2326,2326,4,Monthly,2021-09-19,2022-07-16,390.32,3903.2,Net Banking,0,1,2022-07-16
2327,2327,1,Monthly,2021-03-08,2023-06-26,33.07,925.96,Bank Transfer,1,0,
2328,2328,4,Monthly,2020-04-09,2022-06-28,495.61,13381.47,Debit Card,1,1,2020-09-06
2329,2329,1,Monthly,2021-08-08,2024-08-22,34.99,1294.63,Debit Card,1,0,
2330,2330,5,Annual,2022-05-16,2023-02-10,12.14,109.26,Net Banking,1,0,
2331,2331,4,Annual,2020-01-22,2020-08-19,387.96,2715.72,Bank Transfer,1,0,
2332,2332,2,Annual,2020-11-10,2024-01-24,99.05,3862.95,Debit Card,1,0,
2333,2333,2,Monthly,2023-05-17,2025-02-05,77.91,1636.11,UPI,1,0,
2334,2334,3,Annual,2023-03-12,2026-10-22,166.2,7312.8,Net Banking,1,0,
2335,2335,3,Annual,2021-06-16,2023-10-04,165.43,4632.04,Credit Card,1,0,
2336,2336,3,Annual,2023-06-10,2024-09-02,148.24,2223.6,Bank Transfer,1,1,2023-07-10
2337,2337,3,Annual,2022-06-21,2025-06-05,164.97,5938.92,UPI,0,0,
2338,2338,3,Annual,2022-06-06,2026-01-16,174.58,7681.52,Net Banking,1,0,
2339,2339,5,Monthly,2021-09-01,2024-03-19,11.11,344.41,UPI,1,1,2023-03-25
2340,2340,5,Monthly,2022-05-15,2026-01-24,9.6,432.0,Net Banking,1,0,
2341,2341,3,Monthly,2023-05-24,2025-11-09,145.09,4352.7,Net Banking,1,0,
2342,2342,5,Annual,2023-03-26,2027-02-03,9.08,426.76,UPI,0,0,
2343,2343,4,Monthly,2020-01-16,2022-12-01,487.4,17059.0,Bank Transfer,0,1,2022-09-02
2344,2344,1,Annual,2022-01-22,2023-04-17,35.65,534.75,Debit Card,1,0,
2345,2345,1,Annual,2021-12-20,2023-11-10,38.71,890.33,UPI,1,0,
2346,2346,5,Monthly,2020-02-12,2023-02-26,12.83,474.71,Net Banking,1,0,
2347,2347,1,Annual,2022-10-05,2026-05-17,28.01,1232.44,Net Banking,0,0,
2348,2348,3,Annual,2022-10-30,2022-11-29,148.1,148.1,UPI,1,1,2022-11-29
2349,2349,3,Annual,2022-03-22,2024-07-09,141.23,3954.44,UPI,0,0,
2350,2350,2,Monthly,2021-04-30,2022-06-24,78.65,1101.1,UPI,1,0,
2351,2351,3,Annual,2020-10-03,2022-01-26,136.92,2190.72,Bank Transfer,1,0,
2352,2352,1,Monthly,2022-12-10,2026-04-23,30.02,1230.82,Net Banking,1,0,
2353,2353,4,Monthly,2021-05-24,2022-04-19,487.89,5366.79,Bank Transfer,0,0,
2354,2354,3,Annual,2022-07-25,2023-08-19,139.98,1819.74,Net Banking,1,1,2023-01-21
2355,2355,1,Annual,2021-08-26,2024-07-11,31.18,1091.3,Credit Card,0,0,
2356,2356,2,Monthly,2020-11-22,2024-03-06,86.36,3454.4,Bank Transfer,0,0,
2357,2357,2,Annual,2020-12-29,2022-05-23,98.54,1675.18,Debit Card,0,0,
2358,2358,3,Annual,2020-11-13,2024-02-26,176.88,7075.2,Net Banking,1,0,
2359,2359,5,Annual,2022-06-18,2022-11-15,9.62,48.1,UPI,1,0,
2360,2360,3,Monthly,2021-09-13,2025-04-25,177.55,7812.2,Credit Card,0,0,
2361,2361,1,Monthly,2022-05-15,2025-01-29,28.37,936.21,UPI,1,0,
2362,2362,5,Monthly,2021-03-01,2021-11-26,10.71,96.39,Credit Card,0,0,
2363,2363,3,Monthly,2021-12-29,2024-03-18,135.64,3662.28,UPI,1,1,2022-02-27
2364,2364,4,Monthly,2021-03-30,2025-03-09,464.66,22303.68,Debit Card,0,0,
2365,2365,3,Annual,2023-01-20,2026-09-01,143.53,6315.32,Net Banking,1,0,
2366,2366,5,Annual,2020-05-20,2021-07-14,11.29,158.06,Debit Card,1,0,
2367,2367,3,Annual,2021-09-09,2021-11-08,186.86,373.72,Net Banking,0,1,2021-10-09
2368,2368,1,Monthly,2020-09-05,2022-12-24,37.07,1037.96,Bank Transfer,1,0,
2369,2369,3,Annual,2022-03-08,2026-01-16,175.55,8250.85,Credit Card,0,1,2023-07-31
2370,2370,3,Annual,2020-05-01,2021-10-23,189.58,3412.44,Credit Card,0,1,2021-06-25
2371,2371,5,Annual,2020-04-17,2021-09-09,11.31,192.27,UPI,0,0,
2372,2372,1,Annual,2022-10-31,2026-10-10,30.97,1486.56,Credit Card,0,0,
2373,2373,5,Annual,2023-05-30,2025-08-17,10.19,275.13,Debit Card,1,0,
2374,2374,2,Annual,2022-01-16,2022-02-15,90.75,90.75,Credit Card,0,1,2022-02-15
2375,2375,1,Monthly,2020-03-20,2023-09-01,34.31,1441.02,Net Banking,1,0,
2376,2376,1,Monthly,2022-07-06,2026-05-16,35.61,1673.67,Debit Card,0,1,2026-04-16
2377,2377,4,Annual,2022-04-02,2024-03-22,385.56,9253.44,Bank Transfer,0,1,2022-06-01
2378,2378,4,Annual,2022-11-30,2025-08-16,493.98,16301.34,Net Banking,0,0,
2379,2379,2,Annual,2021-05-18,2022-09-10,83.18,1330.88,UPI,0,1,2022-09-10
2380,2380,2,Annual,2021-09-03,2022-08-29,102.02,1224.24,Bank Transfer,1,0,
2381,2381,3,Annual,2020-08-10,2020-11-08,181.28,543.84,Debit Card,0,0,
2382,2382,2,Annual,2023-04-08,2024-12-28,88.2,1852.2,Net Banking,1,0,
2383,2383,3,Annual,2022-06-21,2025-06-05,167.29,6022.44,Net Banking,1,0,
2384,2384,2,Annual,2021-08-24,2024-07-09,90.79,3177.65,UPI,1,1,2024-07-09
2385,2385,5,Annual,2020-09-08,2020-10-08,11.81,11.81,Bank Transfer,1,1,2020-10-08
2386,2386,1,Monthly,2021-12-30,2023-08-22,36.91,738.2,Debit Card,0,0,
2387,2387,4,Annual,2021-07-23,2025-04-03,412.55,18564.75,UPI,1,0,
2388,2388,4,Annual,2022-08-08,2023-08-03,367.22,4406.64,Net Banking,1,0,
2389,2389,5,Annual,2023-01-04,2024-09-25,10.77,226.17,Credit Card,1,0,
2390,2390,3,Monthly,2020-10-09,2024-05-21,146.29,6436.76,Bank Transfer,1,0,
2391,2391,3,Monthly,2020-12-12,2021-02-10,177.51,355.02,Debit Card,1,1,2021-02-10
2392,2392,1,Annual,2020-11-07,2022-07-30,36.19,759.99,Net Banking,1,1,2020-12-07
2393,2393,1,Annual,2022-11-06,2025-11-20,38.73,1433.01,Bank Transfer,1,0,
2394,2394,1,Annual,2021-04-18,2021-07-17,36.56,109.68,Debit Card,0,1,2021-05-18
2395,2395,5,Monthly,2021-02-03,2022-03-30,9.8,137.2,Net Banking,1,0,
2396,2396,4,Monthly,2022-02-23,2022-03-25,506.45,506.45,Credit Card,0,1,2022-03-25
2397,2397,4,Annual,2020-11-28,2024-04-11,452.43,18549.63,Debit Card,1,0,
2398,2398,3,Monthly,2020-11-27,2024-07-09,194.29,8548.76,Credit Card,1,0,
2399,2399,5,Monthly,2021-01-08,2024-12-18,9.98,479.04,Net Banking,1,0,
2400,2400,1,Annual,2021-05-21,2024-08-03,28.51,1111.89,UPI,0,0,
2401,2401,1,Annual,2020-10-24,2021-02-21,37.94,151.76,Bank Transfer,1,0,
2402,2402,5,Annual,2020-07-09,2024-06-18,11.15,535.2,Debit Card,1,0,
2403,2403,2,Annual,2022-05-28,2024-05-17,95.47,2291.28,Bank Transfer,1,0,
2404,2404,4,Annual,2020-12-07,2023-01-26,441.99,11491.74,UPI,0,0,
2405,2405,4,Monthly,2022-12-09,2025-12-23,434.77,16086.49,Bank Transfer,1,1,2023-01-08
2406,2406,4,Monthly,2021-08-19,2024-03-06,397.94,12336.14,Bank Transfer,1,0,
2407,2407,3,Annual,2023-02-19,2024-08-12,153.75,2767.5,UPI,1,0,
2408,2408,4,Annual,2022-12-04,2024-05-27,377.64,6797.52,Bank Transfer,1,0,
2409,2409,4,Monthly,2020-02-11,2024-01-21,428.16,20551.68,UPI,1,0,
2410,2410,5,Annual,2022-10-07,2026-03-20,9.92,416.64,Bank Transfer,1,0,
2411,2411,5,Monthly,2022-06-01,2026-02-10,10.55,474.75,Debit Card,1,0,
2412,2412,1,Annual,2023-06-29,2026-08-12,34.82,1323.16,Bank Transfer,1,0,
2413,2413,5,Annual,2023-03-21,2026-08-02,11.54,473.14,Net Banking,1,0,
2414,2414,1,Annual,2021-11-20,2025-08-31,36.38,1673.48,UPI,1,0,
2415,2415,2,Annual,2020-07-03,2023-03-20,96.19,3174.27,Net Banking,1,0,
2416,2416,1,Annual,2020-07-30,2020-12-27,31.53,157.65,Debit Card,1,0,
2417,2417,4,Annual,2023-03-22,2026-11-01,366.22,16113.68,Credit Card,1,0,
2418,2418,2,Annual,2020-05-01,2023-10-13,93.43,3924.06,Net Banking,1,0,
2419,2419,4,Annual,2021-09-04,2022-04-02,500.81,3505.67,UPI,1,0,
2420,2420,2,Monthly,2023-04-23,2026-10-04,92.03,3865.26,Net Banking,1,0,
2421,2421,1,Annual,2022-12-06,2023-11-01,28.77,316.47,UPI,0,0,
2422,2422,1,Annual,2021-06-04,2021-07-04,29.83,29.83,Bank Transfer,0,0,
2423,2423,1,Annual,2022-03-21,2022-12-16,38.43,345.87,Debit Card,1,0,
2424,2424,2,Monthly,2020-03-20,2020-09-16,96.47,578.82,Net Banking,1,0,
2425,2425,2,Annual,2021-05-10,2022-06-04,77.07,1001.91,UPI,0,0,
2426,2426,5,Monthly,2021-11-25,2023-06-18,11.48,218.12,Credit Card,0,0,
2427,2427,2,Monthly,2020-02-14,2020-11-10,102.98,926.82,Credit Card,0,0,
2428,2428,4,Annual,2021-10-16,2024-02-03,486.74,13628.72,Debit Card,1,1,2023-09-06
2429,2429,4,Annual,2020-12-29,2022-09-20,418.89,8796.69,Credit Card,1,0,
2430,2430,3,Monthly,2022-04-29,2022-07-28,137.45,412.35,Debit Card,0,1,2022-06-28
2431,2431,3,Annual,2023-06-21,2024-11-12,191.21,3250.57,Net Banking,1,0,
2432,2432,3,Annual,2020-10-11,2021-06-08,180.95,1447.6,Bank Transfer,0,0,
2433,2433,4,Monthly,2023-01-09,2026-05-23,383.59,15727.19,Credit Card,1,0,
2434,2434,2,Annual,2021-06-05,2023-02-25,72.94,1531.74,Debit Card,1,1,2021-12-02
2435,2435,2,Monthly,2022-06-01,2025-04-16,92.76,3246.6,UPI,1,0,
2436,2436,2,Annual,2020-07-19,2022-02-09,81.05,1539.95,Credit Card,1,0,
2437,2437,4,Annual,2022-07-26,2024-07-15,419.14,10059.36,UPI,1,0,
2438,2438,4,Monthly,2022-07-26,2023-04-22,515.11,4635.99,Credit Card,0,0,
2439,2439,4,Annual,2023-04-06,2025-11-21,437.96,14014.72,UPI,1,0,
2440,2440,2,Monthly,2020-12-06,2022-03-01,92.67,1390.05,Debit Card,1,0,
2441,2441,5,Annual,2022-05-22,2026-04-01,11.39,535.33,Credit Card,0,0,
2442,2442,1,Monthly,2022-06-09,2025-03-25,29.13,990.42,Bank Transfer,1,1,2024-06-28
2443,2443,3,Monthly,2022-04-16,2024-08-03,188.37,5274.36,Debit Card,1,1,2022-09-13
2444,2444,5,Monthly,2020-01-29,2023-02-12,10.77,398.49,Net Banking,1,0,
2445,2445,3,Monthly,2022-04-03,2024-09-19,181.38,5441.4,Net Banking,0,0,
2446,2446,4,Monthly,2021-06-04,2025-04-14,370.73,17424.31,Credit Card,1,1,2021-10-02
2447,2447,5,Monthly,2021-06-26,2024-08-09,12.38,470.44,Net Banking,0,0,
2448,2448,3,Annual,2022-09-16,2025-11-29,163.53,6377.67,Debit Card,0,1,2023-02-13
2449,2449,3,Annual,2020-06-06,2023-11-18,146.61,6157.62,Debit Card,0,0,
2450,2450,3,Annual,2020-11-24,2024-11-03,173.1,8308.8,Debit Card,1,0,
2451,2451,1,Annual,2022-01-17,2024-02-06,36.39,909.75,UPI,1,0,
2452,2452,4,Monthly,2021-02-27,2021-04-28,436.85,873.7,Credit Card,0,0,
2453,2453,2,Monthly,2022-09-07,2025-08-22,76.02,2736.72,Net Banking,0,0,
2454,2454,2,Annual,2022-04-22,2026-04-01,80.94,3885.12,UPI,1,1,2025-08-04
2455,2455,3,Annual,2020-07-23,2022-04-14,164.45,3453.45,Debit Card,1,0,
2456,2456,5,Annual,2020-02-19,2020-12-15,9.24,92.4,Bank Transfer,0,1,2020-03-20
2457,2457,1,Monthly,2020-09-17,2021-08-13,32.05,352.55,UPI,1,1,2021-02-14
2458,2458,4,Annual,2022-10-19,2026-07-30,427.04,19643.84,UPI,1,0,
2459,2459,3,Annual,2020-08-22,2022-11-10,135.78,3666.06,Credit Card,1,0,
2460,2460,5,Annual,2022-06-24,2023-11-16,10.75,182.75,UPI,1,0,
2461,2461,5,Monthly,2023-06-01,2025-05-21,10.83,259.92,UPI,1,0,
2462,2462,5,Annual,2022-09-27,2025-05-14,11.18,357.76,Credit Card,1,1,2024-03-20
2463,2463,1,Annual,2020-08-14,2022-05-06,32.73,687.33,Net Banking,1,0,
2464,2464,3,Monthly,2021-12-18,2022-10-14,189.28,1892.8,Debit Card,1,0,
2465,2465,5,Annual,2021-03-26,2022-11-16,9.61,192.2,Debit Card,1,0,
2466,2466,1,Annual,2021-06-01,2022-03-28,37.71,377.1,Net Banking,1,1,2021-10-29
2467,2467,5,Monthly,2022-12-17,2025-05-05,9.1,263.9,Credit Card,1,0,
2468,2468,5,Annual,2021-07-29,2023-11-16,9.12,255.36,Bank Transfer,1,0,
2469,2469,5,Annual,2022-01-10,2022-02-09,12.17,12.17,Net Banking,0,0,
2470,2470,3,Annual,2021-03-12,2022-11-02,194.95,3899.0,UPI,1,0,
2471,2471,3,Monthly,2021-08-21,2022-06-17,162.96,1629.6,Debit Card,1,0,
2472,2472,5,Annual,2021-08-29,2022-05-26,11.22,100.98,UPI,1,0,
2473,2473,3,Monthly,2022-01-29,2024-03-19,182.5,4745.0,Bank Transfer,0,0,
2474,2474,5,Annual,2022-09-14,2026-04-26,10.04,441.76,Credit Card,0,0,
2475,2475,4,Annual,2020-11-16,2020-12-16,470.73,470.73,Net Banking,1,0,
2476,2476,5,Monthly,2023-01-18,2025-01-07,9.67,232.08,Credit Card,1,0,
2477,2477,3,Annual,2022-05-15,2023-12-06,138.48,2631.12,Bank Transfer,0,0,
2478,2478,1,Annual,2021-11-18,2023-11-08,35.77,858.48,Debit Card,1,0,
2479,2479,4,Annual,2023-01-14,2025-04-03,373.31,10079.37,Credit Card,0,0,
2480,2480,5,Monthly,2021-09-13,2024-09-27,12.69,469.53,Credit Card,0,0,
2481,2481,3,Annual,2023-01-31,2026-01-15,179.2,6451.2,UPI,0,1,2023-05-31
2482,2482,1,Monthly,2020-10-28,2022-09-18,34.97,804.31,Debit Card,1,1,2022-09-18
2483,2483,5,Annual,2020-05-16,2021-05-11,9.12,109.44,Bank Transfer,0,0,
2484,2484,2,Annual,2020-08-01,2022-07-22,100.93,2422.32,Net Banking,1,0,
2485,2485,5,Annual,2021-03-23,2024-08-04,9.91,406.31,Net Banking,1,0,
2486,2486,2,Annual,2021-06-05,2022-10-28,98.59,1676.03,Bank Transfer,0,1,2022-03-02
2487,2487,2,Monthly,2021-05-12,2021-09-09,80.99,323.96,Debit Card,1,1,2021-09-09
2488,2488,1,Annual,2023-06-17,2023-09-15,38.28,114.84,Credit Card,1,0,
2489,2489,1,Monthly,2022-05-28,2023-09-20,32.49,519.84,Debit Card,1,0,
2490,2490,1,Annual,2021-09-24,2024-01-12,36.54,1023.12,Bank Transfer,1,0,
2491,2491,4,Annual,2023-03-29,2025-04-17,445.36,11134.0,Credit Card,1,0,
2492,2492,3,Annual,2020-02-14,2021-11-05,155.6,3267.6,Net Banking,1,0,
2493,2493,4,Annual,2021-09-24,2024-12-07,465.16,18141.24,Bank Transfer,1,0,
2494,2494,1,Annual,2021-05-25,2024-03-10,33.1,1125.4,Credit Card,0,0,
2495,2495,2,Annual,2022-03-19,2022-07-17,78.76,315.04,Net Banking,1,1,2022-05-18
2496,2496,2,Annual,2022-05-03,2026-04-12,73.44,3525.12,UPI,1,0,
2497,2497,2,Monthly,2020-03-14,2023-03-29,91.74,3394.38,UPI,1,0,
2498,2498,4,Annual,2020-11-21,2022-03-16,410.76,6572.16,Credit Card,1,0,
2499,2499,5,Monthly,2023-04-20,2023-12-16,9.35,74.8,Bank Transfer,1,0,
2500,2500,3,Annual,2021-03-25,2024-12-04,186.68,8400.6,Net Banking,1,0,
2501,2501,4,Annual,2020-11-01,2024-02-14,448.61,17944.4,Debit Card,1,0,
2502,2502,2,Monthly,2021-06-22,2021-11-19,79.76,398.8,Bank Transfer,1,1,2021-08-21
2503,2503,4,Monthly,2021-12-26,2025-07-08,432.62,18602.66,Bank Transfer,1,0,
2504,2504,2,Monthly,2022-04-23,2022-07-22,100.3,300.9,UPI,0,0,
2505,2505,5,Monthly,2023-04-04,2025-02-22,11.45,263.35,Debit Card,1,0,
2506,2506,5,Monthly,2021-09-13,2023-07-05,12.39,272.58,Bank Transfer,0,0,
2507,2507,5,Annual,2023-06-05,2025-12-21,12.67,392.77,Bank Transfer,1,0,
2508,2508,5,Monthly,2023-05-20,2023-10-17,12.4,62.0,UPI,1,0,
2509,2509,3,Annual,2023-04-08,2027-02-16,167.38,7866.86,UPI,1,0,
2510,2510,5,Monthly,2021-10-21,2024-12-04,9.98,379.24,Bank Transfer,1,1,2023-03-15
2511,2511,3,Annual,2020-04-19,2021-04-14,139.83,1677.96,Net Banking,1,0,
2512,2512,5,Annual,2021-12-11,2024-10-26,9.18,321.3,Bank Transfer,0,0,
2513,2513,1,Monthly,2021-01-23,2023-05-13,32.34,905.52,Bank Transfer,1,0,
2514,2514,4,Annual,2021-08-28,2025-02-08,458.97,19276.74,Net Banking,1,0,
2515,2515,2,Annual,2023-03-31,2025-01-19,81.37,1790.14,Net Banking,1,1,2024-01-25
2516,2516,1,Monthly,2022-06-25,2023-10-18,30.32,485.12,Debit Card,0,0,
2517,2517,4,Annual,2022-08-29,2026-05-10,517.38,23282.1,Credit Card,1,0,
2518,2518,1,Annual,2021-06-11,2024-08-24,32.21,1256.19,Credit Card,1,0,
2519,2519,1,Annual,2020-07-21,2021-09-14,30.0,420.0,Credit Card,1,0,
2520,2520,4,Monthly,2021-06-18,2022-04-14,494.44,4944.4,UPI,1,0,
2521,2521,3,Annual,2022-10-02,2025-12-15,149.53,5831.67,Net Banking,1,0,
2522,2522,3,Monthly,2023-06-08,2023-11-05,193.86,969.3,Debit Card,1,0,
2523,2523,5,Monthly,2023-01-28,2026-10-09,12.67,570.15,Net Banking,1,1,2023-03-29
2524,2524,5,Annual,2021-01-02,2022-10-24,11.44,251.68,Debit Card,1,0,
2525,2525,1,Monthly,2023-05-29,2025-06-17,27.41,685.25,UPI,1,0,
